Student_ID,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Performance_Ratio,GPA_avg,Health_Risk_Proxy,Stress_Level_Proxy,Study_Hours_Proxy,Sleep_Quality_Proxy,Physical_Activity,Mental_Depression,Mental_Anxiety,Daily_Study_Hours,Social_Media_Hours,Transport_User,Avg_Attendance,Teacher_Consultancy,Health_Issues_Reported,Target_encoded,StudentWorker,Living_With_Family
79611,1,39,1,9119,1,1,139.0,1,19,19,9,7,110.3,0,0,1,1,1,0,24,0,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled,0.2,10.5,2,2.77,22.69,0,0,0,1,3.0,2.0,1,88,1,0.0,1,0,0
83007,1,42,1,9773,1,1,133.1,1,19,6,4,3,120.0,0,0,0,1,1,0,27,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,1,7.64,32.57,0,2,0,0,3.0,1.0,0,80,1,0.0,0,0,1
40154,1,1,5,9147,1,1,118.0,1,19,19,9,9,114.2,1,0,0,1,1,0,20,0,0,5,9,3,10.33,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate,0.6,11.57,1,5.22,9.9,1,2,0,1,3.0,2.0,0,65,0,0.0,2,0,1
32023,1,44,1,9119,1,39,140.0,1,1,19,4,5,140.0,1,0,0,1,1,0,22,0,0,5,9,0,0.0,0,0,5,6,2,11.67,0,10.8,1.4,1.74,Enrolled,0.0,5.83,1,9.24,32.67,2,1,0,0,4.0,7.0,0,90,1,0.0,1,0,0
61367,1,1,1,9003,1,1,144.0,1,19,19,9,9,132.8,0,0,0,1,1,1,19,0,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled,0.67,12.25,1,9.89,40.95,2,0,1,0,1.0,3.0,1,95,1,1.0,1,0,1
93728,1,18,1,9773,1,1,125.0,1,1,1,4,7,121.5,1,0,0,1,1,0,19,0,0,6,6,6,13.83,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate,1.0,14.17,1,3.54,26.39,0,1,0,0,4.0,5.0,0,90,0,0.0,2,0,0
21652,1,1,1,171,1,1,131.0,1,1,1,7,4,127.2,1,0,1,1,1,0,23,0,13,17,19,13,12.15,0,10,17,28,11,11.91,1,11.1,0.6,2.02,Enrolled,0.76,12.03,0,6.68,15.59,2,1,0,1,3.0,3.0,1,100,0,0.0,1,1,0
30164,1,17,1,9130,1,1,131.0,1,12,12,2,8,128.2,1,0,0,1,1,0,18,0,0,6,7,6,14.0,0,0,6,8,6,13.67,0,12.4,0.5,1.79,Graduate,1.0,13.83,1,9.68,26.02,1,2,0,0,1.0,3.0,1,67,1,0.0,2,0,0
38711,1,1,1,9773,1,1,140.0,1,3,2,4,6,133.4,1,0,0,0,1,0,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled,1.0,15.15,1,6.82,21.2,0,0,0,0,3.0,2.0,1,70,0,0.0,1,0,0
35506,1,39,1,9130,1,1,133.1,1,1,19,4,5,120.0,1,0,0,1,1,0,29,0,0,5,11,1,18.0,2,0,5,10,3,13.33,2,10.8,1.4,1.74,Dropout,0.2,15.67,0,6.43,33.71,2,2,0,1,4.0,8.0,1,80,0,0.0,0,0,0
98722,1,44,1,9003,1,1,140.0,1,1,1,4,5,140.0,0,0,0,1,1,0,20,0,0,6,11,6,11.29,0,0,6,12,5,11.78,0,16.2,0.3,-0.92,Enrolled,1.0,11.53,1,6.72,25.98,2,1,0,0,2.0,2.0,0,90,1,1.0,1,0,1
48324,1,1,5,171,1,1,139.0,1,19,3,9,2,136.9,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,,0.0,1,6.58,34.4,2,1,1,0,2.0,2.0,0,90,1,1.0,2,0,1
46930,1,17,3,171,1,1,125.0,1,3,39,2,5,117.0,1,1,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,,0.0,1,6.68,15.65,2,2,1,1,7.0,5.0,0,85,1,0.0,1,0,0
90423,1,1,2,9670,1,1,117.0,1,3,1,3,5,110.7,1,0,0,1,1,0,20,0,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled,0.83,13.0,2,6.71,33.91,0,2,1,1,5.0,5.0,0,100,0,0.0,1,0,0
15442,1,39,1,9130,1,1,150.0,1,19,19,9,5,160.0,1,0,0,1,1,0,24,0,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled,0.8,12.88,1,7.25,22.89,2,1,0,1,4.0,8.0,0,90,1,0.0,1,0,0
20813,1,1,1,9670,1,1,95.0,1,37,37,5,8,95.0,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout,0.67,12.12,1,9.67,23.94,2,2,0,0,4.0,3.0,0,80,0,0.0,0,0,0
55193,1,39,1,9147,1,1,150.0,1,37,1,7,3,148.8,0,0,0,1,1,1,25,0,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate,0.8,14.5,2,7.66,32.67,2,1,0,0,5.0,2.0,0,95,0,1.0,2,0,0
41839,1,39,1,9147,1,1,120.0,1,37,37,9,9,110.0,0,0,0,0,1,0,32,0,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,2,6.25,29.74,0,2,1,0,7.0,7.0,1,90,0,0.0,0,0,1
22510,1,43,1,9991,0,1,136.0,1,3,4,2,2,133.9,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.33,0,7.6,2.6,0.32,Dropout,0.67,11.29,1,3.17,38.14,2,2,0,1,2.0,3.0,1,70,1,0.0,0,0,0
69987,1,1,1,9130,1,1,133.0,1,2,37,9,7,125.7,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,1.0,13.0,0,9.65,42.35,2,2,1,0,3.0,4.0,1,100,1,0.0,2,0,1
30911,1,17,1,9254,1,1,125.0,1,1,19,4,7,116.6,0,0,0,1,1,1,19,0,0,6,8,5,12.67,0,0,6,10,6,12.86,0,16.2,0.3,-0.92,Graduate,0.83,12.76,1,9.49,22.71,1,2,0,0,1.0,2.0,0,75,0,1.0,2,0,1
69700,1,1,3,9070,1,1,127.0,1,19,38,5,7,141.0,1,0,0,1,1,1,19,0,0,6,6,6,15.17,0,0,6,6,6,12.33,0,12.4,0.5,1.79,Graduate,1.0,13.75,0,1.9,53.23,0,1,0,0,2.0,4.0,0,70,1,0.0,2,0,1
51667,1,7,1,9119,1,40,130.0,1,1,1,4,4,130.0,0,0,0,1,1,0,27,0,4,6,6,6,13.17,0,2,5,7,5,15.14,0,11.1,0.6,2.02,Dropout,1.0,14.15,2,5.01,36.87,1,1,0,1,1.0,4.0,1,100,0,0.0,0,0,0
17096,1,53,1,9003,1,1,130.0,1,19,1,9,9,130.0,0,0,1,1,1,0,21,0,7,12,20,10,11.8,0,5,12,15,9,11.44,0,8.9,1.4,3.51,Enrolled,0.83,11.62,2,1.44,29.68,2,2,0,0,2.0,1.0,1,100,1,0.0,1,0,1
32198,1,17,1,9119,1,1,127.0,1,19,1,4,5,115.8,0,0,0,1,1,0,20,0,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled,0.8,5.75,0,4.35,23.67,2,0,0,0,5.0,8.0,0,100,0,0.0,1,0,1
66263,1,44,1,9070,1,39,140.0,1,19,38,4,0,140.0,1,0,0,1,1,0,21,0,0,6,6,6,14.5,0,0,6,8,6,11.33,0,12.4,0.5,1.79,Graduate,1.0,12.92,1,3.73,11.61,0,0,0,1,2.0,3.0,0,100,1,0.0,2,0,0
71419,1,1,5,9773,1,1,125.0,1,37,3,5,2,126.1,1,0,0,1,1,0,22,0,0,6,10,5,13.4,0,0,6,12,3,10.67,0,9.4,-0.8,-3.12,Enrolled,0.83,12.03,1,6.24,53.23,2,2,1,1,4.0,3.0,0,87,0,1.0,1,0,0
39534,1,1,1,171,1,1,135.0,1,1,38,5,7,137.5,1,0,1,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,,0.0,1,6.79,18.59,1,0,0,1,6.0,4.0,0,93,1,0.0,2,0,1
22883,1,17,4,9147,1,1,132.0,1,38,19,5,5,120.8,1,0,0,1,1,1,18,0,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout,0.8,11.65,1,3.71,45.32,2,2,0,1,2.0,3.0,0,90,0,0.0,0,0,1
72274,1,39,2,9238,1,1,110.0,1,19,1,5,5,136.5,0,0,0,1,1,0,28,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0.0,1,8.61,13.19,2,2,1,0,4.0,1.0,1,77,1,1.0,0,1,0
94538,2,39,1,9003,1,1,130.0,1,1,37,9,1,122.0,0,0,1,0,1,0,25,0,3,10,23,6,11.43,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout,0.6,11.71,0,1.82,20.44,2,0,0,0,1.0,5.0,0,80,0,0.0,0,1,0
21790,1,43,1,9003,1,1,130.0,1,37,1,5,4,130.0,0,0,0,1,1,0,25,0,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout,0.57,12.05,1,7.09,14.19,0,0,0,1,2.0,6.0,1,56,0,0.0,0,0,1
17713,1,1,1,9147,1,1,135.0,1,38,19,9,5,126.3,0,0,0,1,1,0,18,0,0,5,11,2,13.5,0,0,5,11,3,12.33,0,8.9,1.4,3.51,Enrolled,0.4,12.92,1,4.46,22.45,1,1,0,0,3.0,1.0,1,100,1,1.0,1,0,1
22995,1,1,1,9254,1,1,133.1,1,4,19,4,5,98.0,0,0,0,1,1,0,26,0,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,0.0,1,1.25,32.7,1,1,0,1,2.0,2.0,1,80,1,0.0,0,0,1
16439,1,17,3,9147,1,1,135.0,1,37,37,6,5,121.0,1,0,0,1,1,1,18,0,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate,1.0,12.12,1,3.15,25.51,0,2,0,1,4.0,2.0,0,100,1,0.0,2,0,1
71004,1,43,1,9773,1,1,128.0,1,19,38,9,7,124.2,1,0,0,1,1,0,22,0,0,6,17,3,11.33,3,0,6,14,3,12.33,0,15.5,2.8,-4.06,Enrolled,0.5,11.83,1,6.22,27.37,1,1,0,0,2.0,2.0,0,100,1,0.0,1,0,1
76651,1,39,1,9003,1,1,140.0,1,1,3,4,5,130.0,0,0,0,1,1,0,25,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,1,5.28,50.1,1,2,1,0,3.0,1.0,0,90,1,0.0,0,0,0
93425,1,1,2,9773,1,1,135.0,1,3,1,4,4,136.1,1,0,0,1,1,0,19,0,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled,0.83,11.9,2,4.49,36.4,2,1,0,0,2.0,3.0,0,97,0,0.0,1,0,0
91431,1,17,2,9773,1,1,131.0,1,3,19,2,3,132.8,1,0,0,1,1,0,19,0,0,6,7,6,14.43,0,0,6,7,6,14.57,0,13.9,-0.3,0.79,Graduate,1.0,14.5,2,5.18,28.4,2,0,0,0,2.0,3.0,0,100,1,0.0,2,0,0
93179,1,17,1,9500,1,1,131.0,1,1,1,5,5,126.3,0,0,0,1,1,0,19,0,0,7,9,7,12.49,0,0,8,10,8,11.71,0,16.2,0.3,-0.92,Graduate,1.0,12.1,1,6.25,41.16,1,1,0,0,1.0,3.0,1,98,0,0.0,2,0,1
74327,4,39,1,8014,0,19,100.0,1,1,37,9,1,111.5,0,0,0,1,1,0,45,0,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout,0.5,11.25,1,3.89,37.08,2,0,1,1,2.0,3.0,1,99,1,0.0,0,0,1
55593,2,39,1,9991,0,1,140.0,1,37,37,9,9,118.2,0,0,0,1,1,0,52,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate,1.0,12.0,1,1.59,32.95,2,1,1,0,4.0,8.0,1,95,1,0.0,2,0,0
57371,1,1,1,9147,1,1,124.0,1,19,19,9,3,115.6,1,0,0,0,1,0,20,0,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout,0.6,11.5,1,1.48,41.49,2,2,1,0,7.0,3.0,0,100,0,1.0,0,0,0
60409,1,1,1,9500,1,1,130.0,1,38,37,5,10,117.8,1,0,0,1,1,0,19,0,0,8,8,7,15.89,0,0,8,8,7,15.89,0,10.8,1.4,1.74,Graduate,0.88,15.89,1,3.99,22.98,0,0,0,0,3.0,2.0,1,95,1,0.0,2,0,1
66917,1,1,1,9500,1,1,142.0,1,1,38,9,9,127.0,0,0,1,0,1,0,21,0,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout,0.57,12.26,1,2.53,31.15,2,0,0,0,4.0,2.0,1,76,1,0.0,0,0,0
20949,2,39,1,8014,0,1,150.0,1,37,37,9,9,140.0,0,0,0,0,1,0,35,0,0,6,6,6,14.0,0,0,6,6,6,14.17,0,9.4,-0.8,-3.12,Graduate,1.0,14.08,2,3.95,46.54,0,2,0,1,2.0,2.0,0,80,0,0.0,2,0,0
71184,2,39,1,171,1,12,110.0,1,37,37,7,7,106.0,1,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,,0.0,1,4.02,30.46,2,2,1,1,3.0,5.0,0,90,0,0.0,2,0,1
39199,4,39,1,9500,1,19,110.0,1,37,38,5,5,151.0,0,0,1,0,1,0,47,0,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout,0.0,0.0,1,6.12,16.66,0,1,0,0,2.0,2.0,0,78,0,0.0,0,0,1
17335,1,18,1,9991,0,1,112.0,1,43,40,2,2,106.4,0,0,0,1,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0.0,0,1.78,19.14,1,1,0,0,1.0,2.0,0,95,0,0.0,0,0,0
38642,2,39,1,9991,0,1,100.0,1,37,37,9,9,125.3,1,0,0,1,1,0,41,0,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout,0.8,11.12,2,3.15,37.89,1,2,0,0,3.0,3.0,1,100,1,0.0,0,0,1
57644,1,7,1,9119,1,3,130.0,1,34,34,90,90,130.0,0,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,0.0,0,4.46,28.5,1,1,1,0,1.0,6.0,0,40,0,1.0,0,0,0
56755,2,39,1,8014,0,1,133.1,1,34,34,90,90,116.0,0,0,0,0,0,0,51,0,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout,0.67,5.62,1,4.7,36.54,2,2,0,0,2.0,2.0,1,100,0,0.0,0,0,0
85513,2,39,2,9991,0,1,150.0,1,37,37,9,9,120.0,0,0,0,1,0,0,43,0,0,5,11,3,10.67,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled,0.6,11.58,0,8.35,29.13,1,1,0,0,1.0,12.0,1,100,0,0.0,1,0,1
71966,2,39,2,8014,0,1,100.0,1,34,34,0,0,100.0,1,0,0,1,0,0,41,0,0,6,9,5,11.8,0,1,6,10,3,10.67,1,7.6,2.6,0.32,Graduate,0.83,11.23,1,2.92,38.95,0,0,1,1,6.0,5.0,1,67,1,1.0,2,1,1
18639,1,43,2,9147,1,1,130.0,1,34,37,9,9,118.5,1,0,0,1,1,0,23,0,5,10,19,8,11.62,1,4,10,16,10,11.18,3,7.6,2.6,0.32,Graduate,0.8,11.4,1,9.19,22.88,1,1,0,1,2.0,4.0,0,95,1,0.0,2,0,0
54301,1,43,2,9238,1,1,129.0,1,34,30,0,5,118.9,1,0,0,1,1,0,22,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,1,3.32,31.31,1,0,0,1,4.0,5.0,0,100,1,0.0,0,0,0
81390,1,17,2,9070,1,1,127.0,1,37,37,9,9,119.3,1,1,0,1,1,1,25,0,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout,0.67,10.75,0,9.81,32.49,2,2,1,1,2.0,1.0,1,100,0,0.0,0,1,0
67523,1,43,1,9991,0,1,140.0,1,37,37,9,9,135.8,1,0,0,1,1,0,25,0,14,15,16,15,10.8,0,13,14,14,14,11.36,0,9.4,-0.8,-3.12,Graduate,1.0,11.08,1,3.17,18.91,1,1,0,0,3.0,2.0,0,90,1,0.0,2,1,1
31363,1,53,1,171,1,42,130.0,1,1,19,9,9,130.0,1,0,0,0,1,1,22,0,5,12,15,11,12.55,0,4,11,16,11,12.67,0,8.9,1.4,3.51,Graduate,0.92,12.61,1,6.28,37.94,1,1,1,1,3.0,1.0,0,60,1,0.0,2,0,0
55926,1,39,1,9003,1,1,133.1,6,1,1,192,144,129.8,0,0,0,1,1,0,24,1,0,7,7,7,13.57,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled,1.0,13.49,1,5.54,32.25,0,1,0,1,3.0,6.0,1,100,1,0.0,1,0,1
62149,1,39,1,9085,1,2,140.0,1,38,38,9,10,150.0,0,0,0,1,1,0,47,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,1,7.0,49.73,2,1,1,0,6.0,3.0,0,100,1,0.0,0,0,0
16432,2,39,1,9991,0,19,133.1,1,37,37,5,5,111.9,1,0,0,1,1,0,41,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,1,3.13,41.98,1,1,0,1,2.0,1.0,0,100,0,0.0,0,0,1
37585,1,39,1,9003,1,1,120.0,1,37,37,9,9,150.1,1,0,0,1,1,0,43,0,0,6,9,6,14.78,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate,1.0,13.49,2,4.34,17.25,1,0,0,1,3.0,3.0,0,80,0,0.0,2,1,0
16662,1,39,1,9003,1,1,133.1,1,1,37,9,8,130.0,0,0,0,1,1,0,29,0,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0.0,0,3.17,53.23,1,1,0,0,1.0,1.0,1,90,0,1.0,0,0,1
39064,1,39,2,9119,1,1,120.0,1,37,37,5,5,128.0,0,0,0,1,1,0,30,0,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,1,7.65,28.05,1,2,0,0,5.0,6.0,1,87,0,0.0,0,0,0
28041,1,39,2,9147,1,38,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,26,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0.0,0.0,1,5.41,39.38,0,1,0,0,2.0,1.0,0,5,1,0.0,0,0,1
28502,1,39,2,9991,0,1,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,27,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,1,1.79,14.93,1,2,0,1,3.0,2.0,1,87,1,0.0,0,0,0
15061,2,39,2,9670,1,1,100.0,1,37,37,9,9,110.0,0,0,0,1,1,1,36,0,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,1.0,11.5,2,5.35,37.55,2,1,0,0,4.0,2.0,0,100,1,0.0,2,0,1
69385,1,39,1,9003,1,19,133.1,1,1,19,4,10,114.0,0,0,0,1,1,0,29,0,3,9,13,6,11.67,0,2,7,10,6,10.86,0,15.5,2.8,-4.06,Dropout,0.67,11.26,1,3.25,47.7,2,1,0,0,4.0,4.0,0,100,1,1.0,0,0,0
95606,1,42,1,9119,1,1,120.0,1,34,34,0,0,128.2,1,0,0,1,1,0,35,0,6,10,12,7,11.29,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout,0.7,12.14,1,9.64,24.83,2,1,0,1,3.0,1.0,1,70,0,1.0,0,0,0
31212,1,1,1,9773,1,1,128.0,1,38,38,6,3,116.5,0,0,0,1,1,1,18,0,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate,0.67,12.05,0,2.84,34.73,2,1,0,0,1.0,2.0,0,100,0,0.0,2,0,1
61131,1,1,1,9991,0,1,172.0,1,38,37,9,9,149.3,0,0,0,1,1,1,24,0,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate,1.0,16.0,1,1.31,33.91,1,0,0,0,2.0,4.0,0,90,1,0.0,2,0,1
84902,1,1,3,9773,1,1,146.0,1,38,38,9,7,134.1,1,0,0,1,1,1,18,0,0,6,6,6,12.5,0,0,6,7,6,12.67,0,10.8,1.4,1.74,Dropout,1.0,12.58,2,5.75,31.39,0,0,0,0,1.0,2.0,0,50,0,0.0,0,0,1
49700,1,17,4,9119,1,1,135.0,1,38,37,5,7,126.6,1,0,0,1,1,0,18,0,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled,0.8,12.5,2,9.78,35.76,2,2,0,0,3.0,2.0,1,90,0,0.0,1,0,1
28369,2,43,1,9085,1,1,160.0,1,37,37,9,7,120.0,0,0,0,1,1,0,21,0,0,5,11,0,0.0,2,0,5,11,3,11.67,1,9.4,-0.8,-3.12,Enrolled,0.0,5.83,1,7.77,19.43,1,2,0,0,3.0,4.0,1,99,1,0.0,1,0,1
20021,1,42,1,9119,1,1,150.0,1,38,37,5,8,133.5,1,0,0,1,1,0,21,0,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate,1.0,12.8,1,5.73,35.14,2,1,0,0,3.0,2.0,0,70,0,1.0,2,0,1
95468,1,39,1,9003,1,1,130.0,1,1,3,2,6,110.0,0,0,0,1,1,0,32,0,8,18,27,13,13.71,1,7,12,18,12,12.08,0,15.5,2.8,-4.06,Graduate,0.72,12.9,1,2.94,33.06,1,1,0,1,3.0,2.0,0,95,0,1.0,2,0,1
29719,1,1,4,9119,1,1,111.0,1,37,37,9,5,107.5,1,0,0,1,1,1,22,0,0,5,9,3,12.33,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout,0.6,12.42,2,4.98,33.05,1,1,1,1,4.0,2.0,1,95,0,0.0,0,0,0
85052,1,7,1,9003,1,3,130.0,1,1,38,9,7,130.0,1,0,0,0,1,0,32,0,11,17,31,11,12.73,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout,0.65,12.71,0,2.66,31.26,0,2,1,0,8.0,4.0,0,100,0,1.0,0,0,1
98500,1,43,1,9670,1,6,170.0,1,34,34,0,0,111.6,0,0,0,1,1,0,35,0,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.2,7.0,1,2.13,47.7,1,2,0,1,5.0,2.0,1,95,0,1.0,0,1,0
74885,1,18,3,9147,1,1,133.1,1,1,38,4,7,101.0,1,0,0,0,1,0,23,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0.0,0,1.77,34.75,2,1,0,1,1.0,4.0,1,90,1,0.0,0,0,0
77601,1,39,1,8014,0,1,100.0,1,37,37,6,6,108.3,0,0,0,1,1,0,39,0,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled,0.83,11.2,1,2.77,12.62,1,0,0,0,3.0,3.0,0,100,0,0.0,1,0,0
73122,2,43,1,9670,1,1,120.0,1,34,34,0,0,128.2,0,0,0,1,1,0,35,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout,0.0,5.0,1,4.86,32.8,0,1,1,0,3.0,3.0,1,100,1,0.0,0,0,0
68286,2,39,1,9003,1,3,110.0,1,3,19,4,6,150.0,0,0,0,1,1,0,32,0,0,6,8,6,18.88,0,6,12,14,12,17.69,0,16.2,0.3,-0.92,Graduate,1.0,18.28,0,6.72,19.95,2,2,0,1,4.0,2.0,0,100,1,0.0,2,0,1
15222,1,1,1,9853,1,1,133.1,1,34,34,0,0,142.8,0,0,0,1,1,0,20,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,1,5.05,26.29,2,1,0,0,3.0,4.0,1,100,1,0.0,0,0,1
55356,1,39,1,9500,1,1,120.0,1,37,37,9,9,100.0,0,0,0,1,1,0,34,0,0,7,15,6,11.33,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled,0.86,11.97,0,5.41,46.13,1,1,1,0,1.0,6.0,0,95,0,0.0,1,0,0
41306,1,7,1,9991,0,40,150.0,1,37,37,6,6,150.0,1,0,0,1,1,0,44,0,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout,1.0,14.85,1,2.06,37.88,2,1,1,0,2.0,2.0,0,90,1,0.0,0,0,1
57334,2,39,1,9254,1,19,133.1,1,37,19,9,10,156.5,0,0,0,1,1,0,53,0,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate,0.18,12.5,1,8.97,28.25,0,0,0,0,5.0,2.0,1,95,1,0.0,2,0,1
24522,1,39,1,9119,1,19,120.0,1,37,37,9,4,98.6,0,0,1,0,1,0,28,0,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0.0,1,3.68,42.55,1,1,0,0,3.0,2.0,0,97,1,0.0,0,0,0
22878,1,7,1,9991,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,1,0,31,0,9,9,9,9,14.22,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout,1.0,13.51,1,3.95,31.85,1,1,0,0,3.0,3.0,1,80,1,0.0,0,0,0
79805,1,1,1,171,1,1,130.0,1,1,38,5,9,118.1,0,0,1,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,,0.0,2,6.37,27.43,2,0,0,0,2.0,1.0,0,100,0,1.0,1,0,0
82840,1,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,44,0,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout,0.57,6.0,1,8.16,33.94,2,0,1,1,3.0,7.0,1,100,0,0.0,0,0,1
